2025-02-02 23:31:35,536 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Current SDK version is 0.17.0
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Configure stats pid to 217862
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Loading settings from /common/home/hg343/.config/wandb/settings
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Loading settings from /common/home/hg343/Research/accelerate_combo_option/src/wandb/settings
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'api_key': '***REDACTED***'}
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'src/combo_stock_frontier_data_preprocessor.py', 'program_abspath': '/common/home/hg343/Research/accelerate_combo_option/src/combo_stock_frontier_data_preprocessor.py', 'program': '/common/home/hg343/Research/accelerate_combo_option/src/combo_stock_frontier_data_preprocessor.py'}
2025-02-02 23:31:35,537 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_init.py:_log_setup():520] Logging user logs to /common/home/hg343/Research/accelerate_combo_option/src/wandb/run-20250202_233135-yreib65v/logs/debug.log
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_init.py:_log_setup():521] Logging internal logs to /common/home/hg343/Research/accelerate_combo_option/src/wandb/run-20250202_233135-yreib65v/logs/debug-internal.log
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_init.py:init():560] calling init triggers
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {}
2025-02-02 23:31:35,538 INFO    MainThread:217862 [wandb_init.py:init():610] starting backend
2025-02-02 23:31:35,539 INFO    MainThread:217862 [wandb_init.py:init():614] setting up manager
2025-02-02 23:31:35,541 INFO    MainThread:217862 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-02-02 23:31:35,543 INFO    MainThread:217862 [wandb_init.py:init():622] backend started and connected
2025-02-02 23:31:35,550 INFO    MainThread:217862 [wandb_init.py:init():711] updated telemetry
2025-02-02 23:31:35,581 INFO    MainThread:217862 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2025-02-02 23:31:35,747 INFO    MainThread:217862 [wandb_run.py:_on_init():2396] communicating current version
2025-02-02 23:31:35,778 INFO    MainThread:217862 [wandb_run.py:_on_init():2405] got version response upgrade_message: "wandb version 0.19.5 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-02-02 23:31:35,778 INFO    MainThread:217862 [wandb_init.py:init():795] starting run threads in backend
2025-02-02 23:31:51,579 INFO    MainThread:217862 [wandb_run.py:_console_start():2374] atexit reg
2025-02-02 23:31:51,580 INFO    MainThread:217862 [wandb_run.py:_redirect():2229] redirect: wrap_raw
2025-02-02 23:31:51,580 INFO    MainThread:217862 [wandb_run.py:_redirect():2294] Wrapping output streams.
2025-02-02 23:31:51,580 INFO    MainThread:217862 [wandb_run.py:_redirect():2319] Redirects installed.
2025-02-02 23:31:51,582 INFO    MainThread:217862 [wandb_init.py:init():838] run started, returning control to user process
